,Title,Published_date,Views,Likes,Favorites,Comments,Month
493,"2019 SUZUKI JIMNY GYPSY INDIA LAUNCH - PRICE, FEATURES, LAUNCH DATE AND ALL DETAILS",2019-08-13,90229,848,0,35,Aug
494,MARUTI ERTIGA VS TOYOTA ERTIGA VELOZ - FULL COMPARISON,2019-08-12,168859,1627,0,72,Aug
495,"4 NEW MARUTI SUZUKI CARS LAUNCHING IN INDIA IN 2019-2020 | VITARA, XL6, S PRESSO, WAGON-R EV LAUNCH",2019-08-10,142055,1041,0,46,Aug
496,MAHINDRA SCORPIO VS TOYOTA FORTUNER - FULL COMPARISON,2019-08-05,228640,3575,0,443,Aug
497,"2020 NEW MAHINDRA SCORPIO INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-08-04,235949,1707,0,62,Aug
498,"2019 MARUTI SUZUKI ERTIGA XL6 PRICE, FEATURES, STYLING AND ALL SPECIFICATIONS",2019-08-03,42880,248,0,11,Aug
499,"7 SEATER HYUNDAI CRETA INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-08-01,110552,539,0,18,Aug
500,KIA SELTOS MILEAGE DETAILS AND COMPARISON WITH HYUNDAI CRETA,2019-07-28,30696,218,0,12,Jul
501,5 BEST PAISA VASOOL / VALUE FOR MONEY SUV CARS IN INDIA 2019 UNDER 15 LAKH,2019-07-27,92450,545,0,47,Jul
502,KIA SELTOS BASE VARIANT FEATURE DETAILS AND PRICE - 10 LAKH MEIN PAISA WASOOL,2019-07-26,114724,567,0,55,Jul
503,MG HECTOR VS TOYOTA FORTUNER - FULL COMPARISON,2019-07-26,71917,970,0,63,Jul
504,"KIA SELTOS EVERY VARIANT PRICING, FEATURES, ENGINES EXPLAINED - BUY THE GTX",2019-07-24,23434,202,0,25,Jul
505,"KIA TELLURIDE INDIA LAUNCH , PRICING , FEATURES AND ALL DETAILS - THE KIA WE WANT",2019-07-23,181522,1904,0,66,Jul
506,THIS IS WHY KIA SELTOS IS TOTALLY WORTH RS 15 LAKHS,2019-07-22,16042,180,0,17,Jul
507,"HYUNDAI PALISADE INDIA - LAUNCH, PRICING, FEATURES AND ALL DETAILS | BIGGEST SUV FROM HYUNDAI",2019-07-20,470433,3809,0,141,Jul
508,"2020 HYUNDAI VERNA - SPY SHOTS, LAUNCH IN INDIA, CHANGES, PRICING AND ALL DETAILS",2019-07-19,71555,436,0,32,Jul
509,"KIA SELTOS FIRST REVIEW - ALL DETAILS OF PRICE, ENGINES, FEATURES, VARIANTS etc",2019-07-17,29962,203,0,24,Jul
510,MG HECTOR 7 SEATER INDIA LAUNCH AND ALL DETAILS,2019-07-16,94992,892,0,25,Jul
511,"2020 TOYOTA COROLLA - INDIA LAUNCH, PRICE, FEATURES AND ALL DETAILS | TOYOTA COROLLA INDIA",2019-07-13,57970,542,0,33,Jul
512,"2019 MARUTI SUZUKI VITARA OFFICIAL INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-07-12,24914,299,0,20,Jul
513,"TOYOTA AVANZA VELOZ OFFICIAL INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS | TOYOTA ERTIGA",2019-07-11,316891,2648,0,81,Jul
514,"2019 MARUTI VITARA BREZZA PETROL OFFICIAL LAUNCH DATE, PRICE, FEATURES AND ALL DETAILS",2019-07-09,111204,868,0,31,Jul
515,"HYUNDAI KONA INDIA - INDIA'S FIRST FULLY ELECTRIC SUV PRICE, FEATURES, LAUNCH AND ALL DETAILS",2019-07-06,21470,204,0,22,Jul
516,KIA SELTOS OFFICIAL WALKAROUND AND ALL DETAILS,2019-07-05,36442,279,0,18,Jul
517,KIA SELTOS OFFICIAL INTERIOR AND EXTERIOR WALKAROUND,2019-07-04,139242,899,0,40,Jul
518,"2020 RENAULT CAPTUR - Rs 9 LAKHS SUV PRICE, FEATURES, AND ALL DETAILS",2019-07-04,34572,389,0,19,Jul
519,"KIA RIO INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS. Rs 5 LAKH CAR",2019-07-03,74899,629,0,29,Jul
520,"2019 RENAULT DUSTER INDIA LAUNCH, PRICING, NEW FEATURES AND ALL DETAILS",2019-07-02,22005,182,0,6,Jul
521,"KIA SELTOS PRICE IN INDIA LESS THAN RS 10 LAKHS, HERE'S WHY",2019-07-01,39613,388,0,25,Jul
522,KIA SELTOS FULL INTERIOR WALKAROUND,2019-06-30,55747,361,0,42,Jun
523,"FORD PUMA INDIA REVIEW, PRCING, LAUNCH DATE AND ALL DETAILS",2019-06-29,46840,443,0,26,Jun
524,"KIA XCEED INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-28,130524,1374,0,37,Jun
525,"KIA SELTOS OFFICIAL PRICE, SIZE, ENGINES AND ALL DETAILS",2019-06-25,73981,447,0,22,Jun
526,KIA SELTOS VS TATA HARRIER - FULL COMPARISON,2019-06-24,48458,328,0,54,Jun
527,TOP 4 REASONS TO BUY KIA SELTOS,2019-06-23,38586,274,0,12,Jun
528,KIA SELTOS VS MG HECTOR - FULL COMPARISON,2019-06-22,37562,277,0,58,Jun
529,5 NEW CARS KIA CARS LAUNCHING IN INDIA IN 2019-2020,2019-06-21,427158,2905,0,148,Jun
530,KIA SELTOS VS HYUNDAI CRETA - FULL COMPARISON,2019-06-21,108009,686,0,75,Jun
531,"KIA SELTOS PRICING, LAUNCH DATE, FEATURES AND ALL DETAILS",2019-06-20,15868,169,0,12,Jun
532,"KIA SELTOS OFFICIAL PRICE, LAUNCH, FEATURES AND ALL DETAILS",2019-06-20,49327,331,0,16,Jun
533,"RENAULT TRIBER OFFICIAL PRICING, LAUNCH, FEATURES AND ALL DETAILS",2019-06-19,20992,275,0,21,Jun
534,BEST SUV CARS UNDER ₹ 20 LAKHS,2019-06-18,89289,985,0,72,Jun
535,3 REASONS TO BUY RENAULT TRIBER,2019-06-17,27383,206,0,25,Jun
536,"KIA SELTOS PRICING, LAUNCH, FEATURES, STYLING AND ALL DETAILS",2019-06-16,184835,1002,0,48,Jun
537,"2020 HONDA CITY INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-15,41616,236,0,12,Jun
538,TOP 4 MID-SIZED SUV IN INDIA UNDER RS 10 LAKHS,2019-06-14,86655,560,0,51,Jun
539,"2019 MARUTI ERTIGA SPORT INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-13,59165,388,0,16,Jun
540,"2019 RENAULT DUSTER INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-11,46077,463,0,32,Jun
541,"KIA SELTOS/SP2I INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-06-07,71807,453,0,20,Jun
542,4 CARS OFFICIALLY LAUNCHING IN INDIA IN JUNE 2019,2019-06-06,24335,178,0,14,Jun
543,MG HECTOR VS KIA SELTOS/SP2I - FULL DETAILED COMPARISON,2019-06-03,51014,367,0,71,Jun
544,"TOYOTA GLANZA INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-06-02,72601,320,0,30,Jun
545,"MG HECTOR OFFICIAL BOOKING, PRICING, FEATURES AND ALL DETAILS",2019-06-01,42433,254,0,21,Jun
546,"KIA SELTOS/SP2I - LEAKED IMAGES, LAUNCH DATE AND ALL DETAILS",2019-05-30,52265,283,0,17,May
547,"HONDA HRV INDIA OFFICIAL LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-05-28,25407,168,0,14,May
548,TOP 12 CARS OFFICIALLY LAUNCHING IN INDIA IN 2019,2019-05-27,96866,543,0,19,May
549,4 REASONS TO BUY HYUNDAI VENUE OVER MAHINDRA XUV300 | VENUE VS XUV300,2019-05-26,22259,123,0,43,May
550,"RENAULT TRIBER INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-05-24,198290,1436,0,61,May
551,"KIA TUSKER/SP2I INDIA - PRICING, FEATURES AND ALL DETAILS",2019-05-23,30800,196,0,18,May
552,HYUNDAI VENUE VS CRETA OFFICIAL COMPARISON | MAIN DIFFERENCES BETWEEN HYUNDAI VENUE AND CRETA,2019-05-21,76622,428,0,59,May
553,"HYUNDAI VENUE OFFICIAL LAUNCH, PRICING, MILEAGE AND ALL DETAILS",2019-05-21,27419,209,0,14,May
554,HYUNDAI VENUE LEAKED PRICING AND ALL FEATURE DETAILS,2019-05-18,20083,156,0,19,May
555,TOYOTA FORTUNER VS RANGE ROVER EVOQUE - WHICH ONE DO YOU LIKE?,2019-05-18,382669,10366,0,1289,May
556,4 REASONS TO BUY HYUNDAI VENUE OVER CRETA,2019-05-13,70507,376,0,37,May
557,"TESLA CARS INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-05-12,41525,641,0,44,May
558,BEST SUV CARS LAUNCHING IN 2019 UNDER Rs 20 LAKHS,2019-05-10,15148,110,0,23,May
559,MG HECTOR VS JEEP COMPASS - FULL COMPARISON,2019-05-09,32843,190,0,31,May
560,"MG HECTOR OFFICIAL FEATURES, PRICING AND ALL DETAILS",2019-05-08,102874,747,0,36,May
561,HYUNDAI VENUE VS MAHINDRA XUV300 - FULL COMPARISON,2019-05-07,26545,142,0,37,May
562,"KIA GRAND CARNIVAL/SEDONA INDIA LAUNCH, PRICE, FEATURES AND ALL DETAILS",2019-05-06,50794,469,0,30,May
563,"JEEP GRAND COMMANDER INDIA LAUNCH, PRICING, FEATURES AND ALL DETAILS",2019-05-03,59480,658,0,15,May
564,"HYUNDAI VENUE BOOKING, VARIANTS, PRICING AND ALL DETAILS",2019-05-02,81301,356,0,26,May
565,"TATA BUZZARD/HARRIER 7 SEATER LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-05-01,17246,162,0,7,May
566,HYUNDAI VENUE FULL INTERIOR WALKAROUND,2019-04-29,147039,896,0,55,Apr
567,4 REASONS TO BUY MG HECTOR,2019-04-27,62322,405,0,45,Apr
568,"TOYOTA RUSH OFFICIAL LAUNCH DATE IN INDIA, PRICING, FEATURES AND ALL DETAILS",2019-04-26,271138,2431,0,114,Apr
569,4 REASONS WHY YOU SHOULD BUY THE HYUNDAI VENUE,2019-04-23,37000,265,0,20,Apr
570,"HYUNDAI SONATA INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-04-22,377239,4332,0,179,Apr
571,5 BEST FEATURES OF THE MG HECTOR,2019-04-21,144733,1058,0,74,Apr
572,HYUNDAI VENUE VS CRETA - FULL COMPARISON,2019-04-19,60705,273,0,45,Apr
573,HYUNDAI VENUE VS FORD ECOSPORT - FULL COMPARSON,2019-04-19,32996,150,0,55,Apr
574,HYUNDAI VENUE VS MAHINDRA XUV300 - FULL COMPARISON,2019-04-18,29513,180,0,32,Apr
575,"HYUNDAI VENUE PRICING, LAUNCH DATE, FEATURES AND ALL DETAILS",2019-04-17,627359,3132,0,96,Apr
576,HYUNDAI VENUE FIRST LOOK !!,2019-04-17,19243,102,0,2,Apr
577,"RENAULT KWID EV/ K-ZE INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-17,27404,373,0,26,Apr
578,"2020 HYUNDAI CRETA - INDIA LAUNCH, FEATURES, PRICING AND ALL DETAILS",2019-04-16,44714,242,0,15,Apr
579,"2019 MARUTI VITARA INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-04-15,135744,695,0,35,Apr
580,"VOLKSWAGEN T-ROC INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-04-14,36749,356,0,27,Apr
581,"2019 TOYOTA RAV4 INDIA REVIEW, LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-12,53516,438,0,28,Apr
582,"2020 FORD ESCAPE INDIA REVIEW, LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-11,22083,265,0,21,Apr
583,"JEEP RENEGADE INDIA - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-10,88027,837,0,58,Apr
584,MG HECTOR VS HYUNDAI CRETA - FULL COMPARISON,2019-04-09,17637,122,0,19,Apr
585,"SECOND HAND RANGE ROVER, AUDI, BMW FOR SALE | USED LUXURY CAR MARKET IN DELHI",2019-04-08,23365,281,0,15,Apr
586,"2020 HONDA CITY - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-07,143412,653,0,54,Apr
587,MAHINDRA THAR VS JEEP WRANGLER - REAL COMPARISON,2019-04-06,126127,1327,0,178,Apr
588,"HYUNDAI VENUE - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-05,43429,173,0,11,Apr
589,"CITROEN C5 AIRCROSS INDIA LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-04,16475,230,0,14,Apr
590,"MG HECTOR - LAUNCH DATE, PRICING, FEATURES AND ALL DETAILS",2019-04-03,96582,471,0,48,Apr
591,"MG HECTOR - LAUNCH DATE, NEW FEATURES AND ALL DETAILS",2019-04-02,28834,129,0,8,Apr
592,"2019 MARUTI JIMNY/GYPSY INDIA REVIEW, LAUNCH DATE AND ALL DETAILS",2019-04-02,19780,169,0,26,Apr
593,"HYUNDAI I30 INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-03-31,245115,1707,0,55,Mar
594,"2019 MARUTI SWIFT SPORTS - LAUNCH DATE IN INDIA , PRICING AND ALL DETAILS",2019-03-26,43615,466,0,21,Mar
595,"2019 NEW FORD ECOSPORT - LAUNCH DATE , PRICING , FEATURES AND ALL DETAILS",2019-03-24,134189,680,0,64,Mar
596,"2019 MARUTI ERTIGA SPORTS - LAUNCH DATE , PRICING AND ALL DETAILS",2019-03-22,727221,4172,0,124,Mar
597,"2019 NEW MARUTI VITARA BREZZA - LAUNCH DATE , PRICING AND ALL DETAILS",2019-03-21,156681,907,0,55,Mar
598,"TOYOTA RAV4 INDIA REVIEW, LAUNCH DATE, PRICING AND ALL DETAILS",2019-03-20,608511,3031,0,87,Mar
599,"MG HECTOR SPY SHOTS, DETAILS AND LAUNCH DATE UNVEILED",2019-03-19,32489,145,0,5,Mar
600,"2019 FORD MUSTANG GT INDIA LAUNCH DATE, PRICING, NEW FEATURES AND ALL DETAILS",2019-03-18,25127,353,0,21,Mar
601,TOYOTA FORTUNER VS INNOVA CRYSTA- FULL COMPARISON,2019-03-14,46623,450,0,91,Mar
602,"TOYOTA ALPHARD/VELLFIRE INDIA REVIEW, PRICING, LAUNCH DATE AND ALL DETAILS",2019-03-10,65361,598,0,21,Mar
603,SSANGYONG KORANDA/2020 MAHINDRA XUV500 - FULL DETAILS,2019-03-09,20633,177,0,8,Mar
604,MG HECTOR VS KIA SP2I - FULL COMPARISON,2019-03-04,32790,232,0,44,Mar
605,KIA SP2I VS HYUNDAI CRETA - FULL COMPARISON,2019-03-01,13520,114,0,17,Mar
606,"TATA H7X - PRICING, LAUNCH DATE, FEATURES AND ALL DETAILS",2019-02-27,12127,133,0,15,Feb
607,"MG HECTOR - PRICING, FEATURES AND ALL DETAILS",2019-02-26,138956,601,0,47,Feb
608,"KIA STINGER GT INDIA PRICE, FEATURES AND ALL DETAILS",2019-02-24,23802,243,0,16,Feb
609,HYUNDAI STYX/CARLINO VS CRETA - FULL COMPARISON,2019-02-23,14839,103,0,5,Feb
610,HYUNDAI STYX VS MAHINDRA XUV300 - FULL COMPARISON,2019-02-22,10894,81,0,14,Feb
611,GIRL DESTROYES HYUNDAI SHOWROOM WHILE TESTING CAR,2019-02-21,244171,222,0,41,Feb
612,"HYUNDAI STYX/QXI/CARLINO - FEATURES , PRICING AND ALL DETAILS",2019-02-20,79821,360,0,29,Feb
613,2019 FORD ENDEAVOUR VS TOYOTA FORTUNER - FULL COMPARISON,2019-02-13,12456,175,0,28,Feb
614,"2019 FORD ENDEAVOUR - NEW FEATURES , PRICING AND ALL DETAILS",2019-02-12,92888,836,0,68,Feb
615,TOYOTA RUSH VS MARUTI ERTIGA - FULL COMPARISON,2019-02-10,36022,265,0,29,Feb
616,"TOYOTA RUSH INDIA REVIEW , PRICING , FEATURES AND ALL DETAILS",2019-02-09,95954,825,0,84,Feb
617,"KIA SP2I - PRICING, FEATURES LAUNCH DATE AND ALL DETAILS",2019-02-06,31370,260,0,10,Feb
618,KIA CARNIVAL VS TOYOTA INNOVA - FULL COMPARISON,2019-02-04,47853,341,0,49,Feb
619,MAHINDRA XUV300 VS HYUNDAI CRETA - FULL COMPARISON,2019-02-03,32169,120,0,28,Feb
620,BEST SUVs IN INDIA UNDER Rs 30 LAKHS (2019),2019-02-01,25305,230,0,11,Feb
621,MAHINDRA XUV300 VS MARUTI VITARA BREZZA VS FORD ECOSPORT - FULL COMPARISON,2019-01-29,13137,120,0,32,Jan
622,MAHINDRA XUV300 FULL WALK AROUND,2019-01-27,32949,264,0,15,Jan
623,TATA HARRIER VS MG HECTOR - FULL COMPARISON,2019-01-24,59230,334,0,80,Jan
624,"2019 MARUTI SUZUKI WAGON R - PRICING , FEATURES AND ALL DETAILS",2019-01-22,19984,106,0,4,Jan
625,MAHINDRA XUV300 VS MG HECTOR - FULL COMPARISON,2019-01-21,18732,126,0,37,Jan
626,"MAHINDRA XUV300 - NEW VIDEO , FEATURES , PRICING AND ALL DETAILS",2019-01-18,174046,1314,0,185,Jan
627,"2019 MARUTI WAGON R - PRICING, INTERIOR, FEATURES AND ALL DETAILS",2019-01-16,47190,315,0,17,Jan
628,"MG MOTORS - HECTOR , CARS , PLANS FOR INDIA AND ALL DETAILS",2019-01-13,5158,53,0,3,Jan
629,"MG HECTOR - PRICING, FEATURES , LAUNCH DATE AND ALL DETAILS",2019-01-11,146426,888,0,59,Jan
630,"MAHINDRA XUV300 BASE VARIANT PRICING, FEATURES AND ALL DETAILS",2019-01-08,30846,180,0,15,Jan
631,2019 FORD ENDEAVOUR VS TOYOTA FORTUNER - FULL COMPARISON,2019-01-05,228241,2744,0,724,Jan
632,"MAHINDRA XUV300 - ENGINES, CRASH TEST , FEATURES AND ALL DETAILS",2019-01-01,18359,139,0,8,Jan
633,BEST CARS OF 2018,2018-12-31,300,19,0,1,Dec
634,MAHINDRA XUV300 VS HYUNDAI CRETA - FULL DETAILED COMPARISON,2018-12-30,47985,303,0,55,Dec
635,MAHINDRA XUV300 VS TATA HARRIER - FULL COMPARISON,2018-12-29,40218,291,0,64,Dec
636,MAHINDRA XUV300 VS MARUTI VITARA BREZZA - FULL COMPARISON,2018-12-28,22265,176,0,21,Dec
637,MAHINDRA XUV300 VS NISSAN KICKS - FULL COMPARISON,2018-12-24,29362,176,0,25,Dec
638,MAHINDRA XUV300 VS TATA NEXON - FULL COMPARISON,2018-12-23,12946,73,0,16,Dec
639,MAHINDRA XUV300 VS FORD ECOSPORT - FULL COMPARISON,2018-12-21,14242,106,0,18,Dec
640,MAHINDRA XUV300 VS HYUNDAI CRETA - FULL COMPARISON,2018-12-20,145834,1087,0,137,Dec
641,"MAHINDRA XUV300 PRICING, FEATURES AND ALL DETAILS",2018-12-19,94096,523,0,40,Dec
642,TOYOTA RUSH VS HYUNDAI CRETA - FULL DETAILED COMPARISON,2018-12-18,23871,126,0,11,Dec
643,TOYOTA RUSH VS MARUTI ERTIGA - FULL DETAILED COMPARISON,2018-12-17,75259,513,0,111,Dec
644,TOYOTA RUSH VS TATA HARRIER - FULL DETAILED COMPARISON,2018-12-15,39086,286,0,60,Dec
645,"TOYOTA RUSH INDIA REVIEW, ,FEATURES , PRICING AND ALL DETAILS",2018-12-14,85519,768,0,104,Dec
646,MAHINDRA XUV 300 VS HYUNDAI CRETA- THE REAL COMPARISON,2018-12-13,10825,94,0,17,Dec
647,TATA HARRIER VS HYUNDAI CRETA- FULL COMPARISON,2018-12-07,8884,48,0,20,Dec
648,TATA HARRIER VS JEEP COMPASS - FULL COMPARISON,2018-12-05,10267,69,0,51,Dec
649,MARUTI ERTIGA VS TOYOTA INNOVA CRYSTA- FULL COMPARISON,2018-12-02,120068,1116,0,230,Dec
650,MAHINDRA ALTURAS VS TOYOTA FORTUNER VS FORD ENDEAVOUR- FULL COMPARISON,2018-11-27,28992,314,0,89,Nov
651,TATA HARRIER VS JEEP COMPASS VS HYUNDAI CRETA- FULL COMPARISON,2018-11-25,21671,115,0,77,Nov
652,MARUTI ERTIGA VS MAHINDRA MARAZZON- FULL COMPARISON,2018-11-24,15676,126,0,19,Nov
653,"2018 MARUTI ERTIGA- PRICING, SPECIFICATIONS AND ALL DETAILS",2018-11-20,27531,202,0,6,Nov
654,MAHINDRA ALTURAS VS TATA HARRIER. FULL COMPARISON,2018-11-17,19232,158,0,20,Nov
655,MAHINDRA ALTURAS VS FORD ENDEAVOUR. FULL COMPARISON,2018-11-15,13683,144,0,54,Nov
656,MAHINDRA ALTURAS VS TOYOTA FORTUNER. FULL COMPARISON,2018-11-14,78007,742,0,205,Nov
657,HERE'S WHY A TOYOTA FORTUNER COSTS Rs 35 LAKHS,2018-11-11,51895,963,0,39,Nov
658,CarVerSal Live Stream,2018-11-08,0,2,0,0,Nov
659,SKODA KODIAQ L&K FULL DETAILS,2018-11-07,10512,65,0,7,Nov
660,TATA HARRIER VS TATA NEXON- FULL COMPARISON,2018-11-03,22133,175,0,23,Nov
661,BEST SUVs IN INDIA UNDER Rs 15 LAKHS (2018-2019),2018-11-02,28114,118,0,12,Nov
662,TATA HARRIER VS TOYOTA FORTUNER- FULL COMPARISON,2018-10-31,119436,913,0,204,Oct
663,TATA HARRIER VS JEEP COMPASS - FULL COMPARSION,2018-10-27,24758,147,0,66,Oct
664,TATA HARRIER VS HYUNDAI CRETA - FULL COMPARISON,2018-10-25,18198,118,0,58,Oct
665,MAHINDRA XUV 700 VS XUV 500. FULL COMPARISON,2018-10-23,41323,380,0,24,Oct
666,MAHINDRA XUV 300 VS HYUNDAI CRETA. THE BATTLE OF MID SIZED SUVs,2018-10-15,29878,184,0,5,Oct
667,MAHINDRA ALTURAS VS TOYOTA FORTUNER. FULL COMPARISON,2018-10-14,58175,430,0,64,Oct
668,"2019 RENAULT DUSTER FEATURES, PRICING . BETTER THAN A HYUNDAI CRETA ?",2018-10-12,67611,364,0,16,Oct
669,"MAHINDRA XUV 300, PRICING, FEATURES AND ALL DETAILS",2018-10-07,15834,107,0,9,Oct
670,TESLA CARS PRICE LIST IN INDIA IN RUPEES,2018-10-02,150645,1894,0,48,Oct
671,MCLAREN CARS PRICE LIST IN INDIA (2018),2018-09-29,57905,1041,0,39,Sep
672,PROCEDURE OF MAKING YOUR OWN CAR BRAND,2018-09-24,37925,1647,0,128,Sep
673,DODGE CARS PRICE IN INDIA (2018),2018-09-23,116461,1504,0,29,Sep
674,CarVerSal Year 1 (2018). THANK YOU,2018-09-21,433,23,0,2,Sep
675,Here's why a Lamborghini costs 3 times in INDIA,2018-09-16,29818,847,0,66,Sep
676,BEST SUVs IN INDIA UNDER Rs 30 LAKHS (2018),2018-09-15,531677,4060,0,251,Sep
677,2019 Ferrari 488 PISTA Spider . FIRST LOOK,2018-09-01,31574,354,0,6,Sep
678,Lamborghini Aventador SVJ VS Mclaren SENNA !! THE REAL BATTLE OF THE TRACK BEASTS.,2018-08-31,5167,69,0,5,Aug
679,"PROCEDURE OF IMPORTING FERRARI CARS TO INDIA.PRICING, TAXATION AND ALL DETAILS",2018-08-13,4229,153,0,10,Aug
680,BUGATTI SUPERCARS PRICE LIST,2018-08-11,107175,1281,0,11,Aug
681,Lamborghini Cars Price List IN INDIA (2018),2018-08-04,14869,200,0,5,Aug
682,"Procedure of importing Cars From JAPAN to INDIA. Pricing, taxation and all details",2018-07-31,82102,2260,0,272,Jul
683,"PROCEDURE OF IMPORTING CARS FROM UK TO INDIA. PRICING,TAXATION AND ALL DETAILS",2018-07-28,20757,501,0,51,Jul
684,PROCEDURE OF IMPORTING CARS TO INDIA WITH ATA CARNET,2018-07-27,9871,256,0,44,Jul
685,"Procedure of importing Chevrolet Cars to INDIA, Pricing, taxation and all details.",2018-07-25,36728,1012,0,39,Jul
686,Procedure of importing Ford Mustang to INDIA. Price and all details.,2018-07-24,156179,3877,0,160,Jul
687,Thank you for 101,2018-07-22,625,33,0,5,Jul
688,"Procedure of importing USED CARS to INDIA. PRICING,TAXATION AND ALL DETAILS.",2018-07-12,158031,2695,0,266,Jul
689,Procedure of importing Mclaren Cars to India. Price and all details.,2018-07-07,31775,942,0,54,Jul
690,The CarVerSal Website.,2018-07-02,554,20,0,7,Jul
691,"Procedure of importing Lincoln Cars to India, Pricing , taxation and all details",2018-06-26,52130,1376,0,65,Jun
692,Procedure of importing Bikes to India .Import duty and all details.,2018-06-23,41396,736,0,104,Jun
693,"Proedure of importing Chevrolet Corvette to INDIA. Pricing , taxation and all details.",2018-06-21,25684,799,0,82,Jun
694,"THANK YOU FOR 10,000",2018-06-17,1097,51,0,12,Jun
695,Procedure of Importing Cadillac Cars to India .Price and all details.,2018-06-16,110901,2318,0,110,Jun
696,Procedure of importing Dodge challenger to India. Price and all details.,2018-06-14,225169,4684,0,285,Jun
697,"Procedure of importing Tesla Cars to INDIA. Pricing ,taxation and all details.",2018-06-10,10690,237,0,22,Jun
698,Importing Bugatti  to India .Price and all details,2018-06-04,6639,210,0,15,Jun
699,"Importing Chevrolet Camaro to INDIA. Price ,taxation and all details.",2018-05-07,107154,1832,0,123,May
700,IMPORT PROCEDURE OF A CAR TO INDIA || ALL DETAILS.,2018-03-06,10710,297,0,62,Mar
701,"Difference between BHP ,HP ,TORQUE , CC and RPM in detail [IN HINDI]",2017-10-20,5147,125,0,15,Oct
702,WHY ARE CARS SO EXPENSIVE IN INDIA ? EXPLAINED.,2017-10-02,5741,189,0,24,Oct
703,Import procedure of cars to India .All details,2017-09-24,33687,1119,0,278,Sep
